movie_id,original_title,primary_title,start_year,averagerating,numvotes,id,release_date,movie_title,production_budget,domestic_gross,worldwide_gross,gross_earnings
tt1446192,Rise of the Guardians,Rise of the Guardians,2012,7.3,145281,2,"Nov 21, 2012",Rise of the Guardians,,,,
tt1446714,Prometheus,Prometheus,2012,7.0,538720,75,"Jun 8, 2012",Prometheus,,,,
tt1447480,Bones,Bones,2010,6.6,347,47,"Oct 24, 2001",Bones,,,,
tt1447793,My Girlfriend's Boyfriend,My Girlfriend's Boyfriend,2010,5.8,5461,26,"May 1, 2010",My Girlfriend's Boyfriend,,,,
tt1448755,Killer Elite,Killer Elite,2011,6.5,117711,38,"Sep 23, 2011",Killer Elite,,,,
tt1449283,Winnie the Pooh,Winnie the Pooh,2011,7.2,19605,39,"Jul 15, 2011",Winnie the Pooh,,,,
tt1453405,Monsters University,Monsters University,2013,7.3,291887,53,"Jun 21, 2013",Monsters University,,,,
tt1454029,The Help,The Help,2011,8.1,392699,63,"Aug 10, 2011",The Help,,,,
tt1454468,Gravity,Gravity,2013,7.7,710018,16,"Oct 4, 2013",Gravity,,,,
tt1455256,The Wall,The Wall,2010,9.2,8,29,"May 12, 2017",The Wall,,,,
tt1457767,The Conjuring,The Conjuring,2013,7.5,397233,93,"Jul 19, 2013",The Conjuring,,,,
tt1458169,Kidnap,Kidnap,2017,5.9,28898,69,"Aug 4, 2017",Kidnap,,,,
tt1458175,The Next Three Days,The Next Three Days,2010,7.4,168066,49,"Nov 19, 2010",The Next Three Days,,,,
tt1458730,Brooklyn,The Gentle Art of Making Friends,2010,7.3,28,79,"Nov 4, 2015",Brooklyn,,,,
tt1460798,Henry & Me,Henry & Me,2014,6.2,132,91,"Aug 18, 2014",Henry & Me,,,,
tt1462041,Dream House,Dream House,2011,6.0,59714,80,"Sep 30, 2011",Dream House,,,,
tt1462054,Letters to God,Letters to God,2010,6.3,4443,25,"Apr 9, 2010",Letters to God,,,,
tt1462758,Buried,Buried,2010,7.0,139426,2,"Sep 24, 2010",Buried,,,,
tt1462769,The Odd Life of Timothy Green,The Odd Life of Timothy Green,2012,6.6,42770,36,"Aug 15, 2012",The Odd Life of Timothy Green,,,,
tt1462900,Yi dai zong shi,The Grandmaster,2013,6.6,28781,53,"Aug 23, 2013",Yi dai zong shi,,,,
tt1464174,"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son",2011,4.4,23520,1,"Feb 18, 2011","Big Mommas: Like Father, Like Son",,,,
tt1464580,Stake Land,Stake Land,2010,6.5,38749,47,"Apr 22, 2011",Stake Land,,,,
tt1465490,Joy,Joy,2010,6.1,233,88,"Dec 25, 2015",Joy,,,,
tt1469304,Baywatch,Baywatch,2017,5.6,137528,86,"May 25, 2017",Baywatch,,,,
tt1470020,Redemption Road,Redemption Road,2010,5.8,479,64,"Aug 26, 2011",Redemption Road,,,,
tt1470023,MacGruber,MacGruber,2010,5.5,39782,42,"May 21, 2010",MacGruber,,,,
tt1470827,Monsters,Monsters,2010,6.4,84332,50,"Oct 29, 2010",Monsters,,,,
tt1472211,The Bounty Hunter,The Bounty Hunter,2010,6.3,29,73,"Mar 19, 2010",The Bounty Hunter,,,,
tt1472584,Max Steel,Max Steel,2016,4.6,16788,68,"Oct 14, 2016",Max Steel,,,,
tt1477076,Saw 3D,Saw 3D: The Final Chapter,2010,5.6,83532,79,"Oct 29, 2010",Saw 3D,,,,
tt1477834,Aquaman,Aquaman,2018,7.1,263328,36,"Dec 21, 2018",Aquaman,,,,
tt1477837,Cedar Rapids,Cedar Rapids,2011,6.3,34759,51,"Feb 11, 2011",Cedar Rapids,,,,
tt1478338,Bridesmaids,Bridesmaids,2011,6.8,249501,85,"May 13, 2011",Bridesmaids,,,,
tt1478964,Attack the Block,Attack the Block,2011,6.7,93868,7,"Jul 29, 2011",Attack the Block,,,,
tt1483010,Logan,Logan,2010,6.2,252,59,"Mar 3, 2017",Logan,,,,
tt1483013,Oblivion,Oblivion,2013,7.0,453966,93,"Apr 19, 2013",Oblivion,,,,
tt1484522,8: The Mormon Proposition,8: The Mormon Proposition,2010,7.0,1190,38,"Jun 18, 2010",8: The Mormon Proposition,,,,
tt1485796,The Greatest Showman,The Greatest Showman,2017,7.6,199663,25,"Dec 20, 2017",The Greatest Showman,,,,
tt1486185,Red Riding Hood,Red Riding Hood,2011,5.5,102369,55,"Mar 11, 2011",Red Riding Hood,,,,
tt1486192,The Raven,The Raven,2012,6.4,79578,45,"Apr 27, 2012",The Raven,,,,
tt1486193,5 Days of War,5 Days of War,2011,5.6,13089,47,"Aug 19, 2011",5 Days of War,,,,
tt1487931,Khumba,Khumba,2013,5.7,4984,54,"Dec 6, 2013",Khumba,,,,
tt1488181,Zambezia,Zambezia,2012,5.8,6010,8,"Dec 31, 2012",Zambezia,,,,
tt1488555,The Change-Up,The Change-Up,2011,6.3,155374,72,"Aug 5, 2011",The Change-Up,,,,
tt1488602,The Forest,The Forest,2011,3.5,135,92,"Jan 8, 2016",The Forest,,,,
tt1489889,Central Intelligence,Central Intelligence,2016,6.3,138872,91,"Jun 17, 2016",Central Intelligence,,,,
tt1490017,The Lego Movie,The Lego Movie,2014,7.8,304179,44,"Feb 7, 2014",The Lego Movie,,,,
tt1491044,The Iceman,The Iceman,2012,6.9,65571,81,"May 3, 2013",The Iceman,,,,
tt1492841,Foreign Letters,Foreign Letters,2012,6.9,180,33,"Mar 31, 2012",Foreign Letters,,,,
tt1494821,The Gift,The Gift,2010,7.8,12,28,"Dec 19, 2000",The Gift,,,,
tt1494821,The Gift,The Gift,2010,7.8,12,63,"Aug 7, 2015",The Gift,,,,
tt1496422,The Paperboy,The Paperboy,2012,5.8,33940,37,"Oct 5, 2012",The Paperboy,,,,
tt1498568,Red River,Red River,2011,2.3,179,97,"Aug 26, 1948",Red River,,,,
tt1498569,Restless,Restless,2011,6.8,16736,25,"Sep 16, 2011",Restless,,,,
tt1499658,Horrible Bosses,Horrible Bosses,2011,6.9,398695,34,"Jul 8, 2011",Horrible Bosses,,,,
tt1500906,Vampires,Vampires,2010,6.2,851,92,"Oct 30, 1998",Vampires,,,,
tt1502404,Drive Angry,Drive Angry,2011,5.4,90203,91,"Feb 25, 2011",Drive Angry,,,,
tt1502407,Halloween,Halloween,2018,6.6,88395,15,"Aug 31, 2007",Halloween,,,,
tt1502407,Halloween,Halloween,2018,6.6,88395,36,"Oct 19, 2018",Halloween,,,,
tt1502407,Halloween,Halloween,2018,6.6,88395,37,"Oct 17, 1978",Halloween,,,,
tt1502712,Fantastic Four,Fantastic Four,2015,4.3,140148,98,"Aug 7, 2015",Fantastic Four,,,,
tt1502712,Fantastic Four,Fantastic Four,2015,4.3,140148,85,"Jul 8, 2005",Fantastic Four,,,,
tt1506999,Haywire,Haywire,2011,5.8,78681,83,"Jan 20, 2012",Haywire,,,,
tt1507261,Cargo,Cargo,2011,5.2,454,73,"Oct 21, 2011",Cargo,,,,
tt1508675,Le Havre,Le Havre,2011,7.2,18490,29,"Oct 21, 2011",Le Havre,,,,
tt1509767,The Three Musketeers,The Three Musketeers,2011,5.8,98408,77,"Oct 21, 2011",The Three Musketeers,,,,
tt1509803,Griff the Invisible,Griff the Invisible,2010,6.1,4478,81,"Aug 19, 2011",Griff the Invisible,,,,
tt1512235,Super,Super,2010,6.8,70604,34,"Apr 1, 2011",Super,,,,
tt1515091,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,2011,7.5,394189,69,"Dec 16, 2011",Sherlock Holmes: A Game of Shadows,,,,
tt1517177,3,3,2010,6.7,4722,85,"Sep 16, 2011",3,,,,
tt1517260,The Host,The Host,2013,5.9,105633,68,"Mar 29, 2013",The Host,,,,
tt1518812,Meek's Cutoff,Meek's Cutoff,2010,6.6,10439,40,"Apr 8, 2011",Meek's Cutoff,,,,
tt1519461,Area 51,Area 51,2015,4.2,11537,81,"May 15, 2015",Area 51,,,,
tt1521197,Anonymous,Anonymous,2011,6.9,37932,90,"Oct 28, 2011",Anonymous,,,,
tt1523326,Limbo,Limbo,2010,6.0,457,55,"Jun 4, 1999",Limbo,,,,
tt1524137,Contraband,Contraband,2012,6.5,111709,85,"Jan 13, 2012",Contraband,,,,
tt1524575,The Vatican Tapes,The Vatican Tapes,2015,5.0,14822,3,"Jul 24, 2015",The Vatican Tapes,,,,
tt1524930,Vacation,Vacation,2015,6.1,87582,28,"Jul 29, 2015",Vacation,,,,
tt1525366,Grabbers,Grabbers,2012,6.3,15727,38,"Jul 19, 2013",Grabbers,,,,
tt1527186,Melancholia,Melancholia,2011,7.2,153434,62,"Nov 11, 2011",Melancholia,,,,
tt1527827,Hero,Hero,2014,6.4,21,63,"Oct 2, 1992",Hero,,,,
tt1528100,Exodus: Gods and Kings,Exodus: Gods and Kings,2014,6.0,150858,16,"Dec 12, 2014",Exodus: Gods and Kings,,,,
tt1529567,Sea Rex 3D: Journey to a Prehistoric World,Sea Rex 3D: Journey to a Prehistoric World,2010,6.9,364,31,"May 28, 2010",Sea Rex 3D: Journey to a Prehistoric World,,,,
tt1529572,Trust,Trust,2010,6.9,39422,43,"Apr 1, 2011",Trust,,,,
tt1531663,Everything Must Go,Everything Must Go,2010,6.4,45799,50,"May 13, 2011",Everything Must Go,,,,
tt1532503,Beginners,Beginners,2010,7.2,83770,57,"Jun 3, 2011",Beginners,,,,
tt1532958,Battle of the Year,Battle of the Year,2013,5.1,8769,51,"Sep 20, 2013",Battle of the Year,,,,
tt1533013,Beautiful Boy,Beautiful Boy,2010,6.6,6058,95,"Oct 12, 2018",Beautiful Boy,,,,
tt1534085,Beyond the Black Rainbow,Beyond the Black Rainbow,2010,6.0,10765,100,"May 18, 2012",Beyond the Black Rainbow,,,,
tt1535108,Elysium,Elysium,2013,6.6,395572,92,"Aug 9, 2013",Elysium,,,,
tt1535109,Captain Phillips,Captain Phillips,2013,7.8,387402,92,"Oct 11, 2013",Captain Phillips,,,,
tt1535438,Hope Springs,Hope Springs,2012,6.3,38667,75,"Aug 8, 2012",Hope Springs,,,,
tt1535612,The Son of No One,The Son of No One,2011,5.1,15743,51,"Nov 4, 2011",The Son of No One,,,,
tt1535616,The Divide,The Divide,2011,5.8,33603,53,"Jan 13, 2012",The Divide,,,,
tt1536044,Paranormal Activity 2,Paranormal Activity 2,2010,5.7,93122,65,"Oct 20, 2010",Paranormal Activity 2,,,,
tt1538403,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,2013,5.9,121936,26,"Aug 21, 2013",The Mortal Instruments: City of Bones,,,,
tt1540011,Blair Witch,Blair Witch,2016,5.0,36867,1,"Sep 16, 2016",Blair Witch,,,,
tt1540128,Playing for Keeps,Playing for Keeps,2012,5.7,27389,49,"Oct 3, 1986",Playing for Keeps,,,,
tt1540133,The Guard,The Guard,2011,7.3,75183,54,"Jul 29, 2011",The Guard,,,,
tt1541995,Snow Flower and the Secret Fan,Snow Flower and the Secret Fan,2011,6.1,3429,70,"Jul 15, 2011",Snow Flower and the Secret Fan,,,,
tt1542344,127 Hours,127 Hours,2010,7.6,323949,6,"Nov 5, 2010",127 Hours,,,,
tt1544600,The Grace Card,The Grace Card,2010,6.6,2488,18,"Feb 25, 2011",The Grace Card,,,,
tt1545106,Vamps,Vamps,2012,5.2,8838,79,"Nov 2, 2012",Vamps,,,,
tt1547090,Without Men,Without Men,2011,3.3,1576,14,"Dec 31, 2011",Without Men,,,,
tt1547234,Premium Rush,Premium Rush,2012,6.5,105279,10,"Aug 24, 2012",Premium Rush,,,,
tt1549572,Another Earth,Another Earth,2011,7.0,85839,48,"Jul 22, 2011",Another Earth,,,,
tt1549920,The Last Stand,The Last Stand,2013,6.4,126623,74,"Jan 18, 2013",The Last Stand,,,,
tt1554091,A Better Life,A Better Life,2011,7.2,14602,84,"Jun 24, 2011",A Better Life,,,,
tt1554921,Born of War,Born of War,2014,4.4,333,92,"Jan 27, 2015",Born of War,,,,
tt1555064,Country Strong,Country Strong,2010,6.3,16296,71,"Dec 22, 2010",Country Strong,,,,
tt1555069,Mary Queen of Scots,Mary Queen of Scots,2013,5.5,753,60,"Dec 7, 2018",Mary Queen of Scots,,,,
tt1555814,Grace,Grace,2011,6.5,19,80,"Aug 14, 2009",Grace,,,,
tt1559547,Beautiful Creatures,Beautiful Creatures,2013,6.2,79764,85,"Feb 14, 2013",Beautiful Creatures,,,,
tt1560747,The Master,The Master,2012,7.1,131365,87,"Sep 14, 2012",The Master,,,,
tt1560957,I Want Your Money,I Want Your Money,2010,5.1,1244,14,"Oct 15, 2010",I Want Your Money,,,,
tt1560985,The Devil Inside,The Devil Inside,2012,4.2,33522,12,"Jan 6, 2012",The Devil Inside,,,,
tt1562568,Higher Ground,Higher Ground,2011,6.3,2869,25,"Aug 23, 2011",Higher Ground,,,,
tt1562847,Amigo,Amigo,2010,5.9,514,94,"Aug 19, 2011",Amigo,,,,
tt1563738,One Day,One Day,2011,7.0,128094,84,"Aug 19, 2011",One Day,,,,
tt1563742,Overboard,Overboard,2018,5.9,25607,61,"May 4, 2018",Overboard,,,,
tt1564021,Contact,Contact,2010,7.3,23,52,"Jul 11, 1997",Contact,,,,
tt1564349,Dolphin Tale,Dolphin Tale,2011,6.9,20746,93,"Sep 23, 2011",Dolphin Tale,,,,
tt1564585,Skyline,Skyline,2010,4.4,83710,99,"Nov 12, 2010",Skyline,,,,
tt1566501,For Greater Glory: The True Story of Cristiada,For Greater Glory: The True Story of Cristiada,2012,6.6,4202,14,"Jun 1, 2012",For Greater Glory: The True Story of Cristiada,,,,
tt1568338,Man on a Ledge,Man on a Ledge,2012,6.6,137507,64,"Jan 27, 2012",Man on a Ledge,,,,
tt1568341,Some Guy Who Kills People,Some Guy Who Kills People,2011,6.3,5111,61,"Jul 3, 2012",Some Guy Who Kills People,,,,
tt1568346,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,2011,7.8,387580,51,"Dec 20, 2011",The Girl with the Dragon Tattoo,,,,
tt1568911,War Horse,War Horse,2011,7.2,136447,12,"Dec 25, 2011",War Horse,,,,
tt1570983,Closure,Closure,2010,5.5,95,95,"Mar 17, 2015",Closure,,,,
tt1570989,Tiny Furniture,Tiny Furniture,2010,6.2,13397,18,"Nov 12, 2010",Tiny Furniture,,,,
tt1571222,A Dangerous Method,A Dangerous Method,2011,6.4,93259,69,"Nov 23, 2011",A Dangerous Method,,,,
tt1571234,Mortal Engines,Mortal Engines,2018,6.1,70193,4,"Dec 14, 2018",Mortal Engines,,,,
tt1571249,The Skeleton Twins,The Skeleton Twins,2014,6.8,36793,36,"Sep 12, 2014",The Skeleton Twins,,,,
tt1572315,Texas Chainsaw 3D,Texas Chainsaw 3D,2013,4.8,41784,55,"Jan 4, 2013",Texas Chainsaw 3D,,,,
tt1573072,Housefull,Housefull,2010,5.5,11089,34,"Apr 30, 2010",Housefull,,,,
tt1575694,The Hit List,The Hit List,2011,5.4,11081,95,"May 10, 2011",The Hit List,,,,
tt1576702,Skin Trade,Skin Trade,2010,8.8,31,19,"May 8, 2015",Skin Trade,,,,
tt1578275,The Dilemma,The Dilemma,2011,5.3,48148,25,"Jan 14, 2011",The Dilemma,,,,
tt1582507,House at the End of the Street,House at the End of the Street,2012,5.6,66303,73,"Sep 21, 2012",House at the End of the Street,,,,
tt1583420,Larry Crowne,Larry Crowne,2011,6.1,58927,25,"Jul 1, 2011",Larry Crowne,,,,
tt1583421,G.I. Joe: Retaliation,G.I. Joe: Retaliation,2013,5.8,165536,13,"Mar 27, 2013",G.I. Joe: Retaliation,,,,
tt1584131,The Last Godfather,The Last Godfather,2010,3.7,1071,41,"Apr 1, 2011",The Last Godfather,,,,
tt1585997,Severance,Severance,2010,4.4,25,16,"May 18, 2007",Severance,,,,
tt1586265,What to Expect When You're Expecting,What to Expect When You're Expecting,2012,5.7,65890,86,"May 18, 2012",What to Expect When You're Expecting,,,,
tt1586713,Burlesque,Burlesque,2010,7.0,45,24,"Nov 24, 2010",Burlesque,,,,
tt1586752,Machine Gun Preacher,Machine Gun Preacher,2011,6.8,60074,99,"Sep 23, 2011",Machine Gun Preacher,,,,
tt1587310,Maleficent,Maleficent,2014,7.0,305832,84,"May 30, 2014",Maleficent,,,,
tt1588173,Warm Bodies,Warm Bodies,2013,6.9,208709,70,"Feb 1, 2013",Warm Bodies,,,,
tt1588334,"Jeff, Who Lives at Home","Jeff, Who Lives at Home",2011,6.5,60070,65,"Mar 16, 2012","Jeff, Who Lives at Home",,,,
tt1590193,The Commuter,The Commuter,2018,6.3,83114,62,"Jan 12, 2018",The Commuter,,,,
tt1591095,Insidious,Insidious,2010,6.9,254197,63,"Apr 1, 2011",Insidious,,,,
tt1591479,Act of Valor,Act of Valor,2012,6.5,63787,52,"Feb 24, 2012",Act of Valor,,,,
tt1592525,Lockout,Lockout,2012,6.1,89554,22,"Apr 13, 2012",Lockout,,,,
tt1592873,LOL,LOL,2012,4.4,51424,14,"May 4, 2012",LOL,,,,
tt1594562,The Innkeepers,The Innkeepers,2011,5.5,31089,78,"Feb 3, 2012",The Innkeepers,,,,
tt1594972,Norm of the North,Norm of the North,2016,3.6,7951,9,"Jan 15, 2016",Norm of the North,,,,
tt1596343,Fast Five,Fast Five,2011,7.3,329892,67,"Apr 29, 2011",Fast Five,,,,
tt1596346,Soul Surfer,Soul Surfer,2011,7.1,41659,83,"Apr 8, 2011",Soul Surfer,,,,
tt1596350,This Means War,This Means War,2012,6.3,167438,98,"Feb 17, 2012",This Means War,,,,
tt1596363,The Big Short,The Big Short,2015,7.8,309227,42,"Dec 11, 2015",The Big Short,,,,
tt1596365,The Woman in Black,The Woman in Black,2012,6.4,165357,18,"Feb 3, 2012",The Woman in Black,,,,
tt1596723,Click,Click,2010,3.6,290,29,"Jun 23, 2006",Click,,,,
tt1598778,Contagion,Contagion,2011,6.6,201536,71,"Sep 9, 2011",Contagion,,,,
tt1598828,One for the Money,One for the Money,2012,5.3,38473,59,"Jan 27, 2012",One for the Money,,,,
tt1599348,Safe House,Safe House,2012,6.8,192655,99,"Feb 10, 2012",Safe House,,,,
tt1600195,Abduction,Abduction,2011,5.1,72552,96,"Sep 23, 2011",Abduction,,,,
tt1600196,The Drop,The Drop,2014,7.1,132161,16,"Sep 12, 2014",The Drop,,,,
tt1601913,The Grey,The Grey,2011,6.8,228798,95,"Jan 27, 2012",The Grey,,,,
tt1602098,Albert Nobbs,Albert Nobbs,2011,6.7,22213,67,"Dec 21, 2011",Albert Nobbs,,,,
tt1602613,Only God Forgives,Only God Forgives,2013,5.7,100318,8,"Jul 19, 2013",Only God Forgives,,,,
tt1602620,Amour,Amour,2012,7.9,84960,51,"Dec 19, 2012",Amour,,,,
tt1604100,A Fine Step,A Fine Step,2014,5.4,279,18,"Jun 24, 2014",A Fine Step,,,,
tt1604171,Prom,Prom,2011,5.4,14279,97,"Apr 29, 2011",Prom,,,,
tt1605630,American Reunion,American Reunion,2012,6.7,192250,26,"Apr 6, 2012",American Reunion,,,,
tt1605776,The Visit,The Visit,2010,8.3,7,56,"Sep 11, 2015",The Visit,,,,
tt1605783,Midnight in Paris,Midnight in Paris,2011,7.7,356500,83,"May 20, 2011",Midnight in Paris,,,,
tt1606378,A Good Day to Die Hard,A Good Day to Die Hard,2013,5.3,188383,34,"Feb 14, 2013",A Good Day to Die Hard,,,,
tt1606389,The Vow,The Vow,2012,6.8,173629,42,"Feb 10, 2012",The Vow,,,,
tt1606618,Iris,Iris,2011,5.8,123,23,"Dec 14, 2001",Iris,,,,
tt1606829,The Other Dream Team,The Other Dream Team,2012,8.4,3332,53,"Sep 28, 2012",The Other Dream Team,,,,
tt1608290,Zoolander 2,Zoolander 2,2016,4.7,59914,64,"Feb 12, 2016",Zoolander 2,,,,
tt1609986,Three Kings,Three Kings,2010,6.8,5,22,"Oct 1, 1999",Three Kings,,,,
tt1610996,Absentia,Absentia,2011,5.8,15507,6,"Dec 31, 2011",Absentia,,,,
tt1611224,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,2012,5.9,142853,65,"Jun 22, 2012",Abraham Lincoln: Vampire Hunter,,,,
tt1612319,Re-Kill,Re-Kill,2015,5.0,2328,59,"Dec 31, 2013",Re-Kill,,,,
tt1612774,Rubber,Rubber,2010,5.8,31316,55,"Apr 1, 2011",Rubber,,,,
tt1614989,Hodejegerne,Headhunters,2011,7.6,91246,40,"Apr 27, 2012",Hodejegerne,,,,
tt1615065,Savages,Savages,2012,6.5,115793,88,"Jul 6, 2012",Savages,,,,
tt1615147,Margin Call,Margin Call,2011,7.1,107264,37,"Oct 21, 2011",Margin Call,,,,
tt1615160,The Foreigner,The Foreigner,2017,7.0,81288,81,"Oct 13, 2017",The Foreigner,,,,
tt1615918,Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: Chipwrecked,2011,4.4,28158,49,"Dec 16, 2011",Alvin and the Chipmunks: Chipwrecked,,,,
tt1616195,J. Edgar,J. Edgar,2011,6.6,115925,76,"Nov 9, 2011",J. Edgar,,,,
tt1617136,Monster,Monster,2010,4.8,12,69,"Dec 24, 2003",Monster,,,,
tt1617661,Jupiter Ascending,Jupiter Ascending,2015,5.3,166327,91,"Feb 6, 2015",Jupiter Ascending,,,,
tt1618430,Dum Maaro Dum,Dum Maaro Dum,2011,6.2,3616,46,"Apr 22, 2011",Dum Maaro Dum,,,,
tt1618442,The Last Witch Hunter,The Last Witch Hunter,2015,6.0,86118,96,"Oct 23, 2015",The Last Witch Hunter,,,,
tt1619029,Jackie,Jackie,2016,6.7,66008,87,"Dec 2, 2016",Jackie,,,,
tt1620449,Konferenz der Tiere,Animals United,2010,4.9,5340,7,"Dec 31, 2010",Konferenz der Tiere,,,,
tt1620680,A Wrinkle in Time,A Wrinkle in Time,2018,4.2,34888,58,"Mar 9, 2018",A Wrinkle in Time,,,,
tt1620935,Bleed for This,Bleed for This,2016,6.8,21946,65,"Nov 18, 2016",Bleed for This,,,,
tt1621039,Free Birds,Free Birds,2013,5.9,20934,16,"Nov 1, 2013",Free Birds,,,,
tt1621045,Think Like a Man,Think Like a Man,2012,6.6,41043,45,"Apr 20, 2012",Think Like a Man,,,,
tt1622547,30 Minutes or Less,30 Minutes or Less,2011,6.1,87254,60,"Aug 12, 2011",30 Minutes or Less,,,,
tt1622979,Final Destination 5,Final Destination 5,2011,5.9,98061,49,"Aug 12, 2011",Final Destination 5,,,,
tt1622991,Infected,Infected,2013,2.8,1028,83,"Dec 31, 2012",Infected,,,,
tt1623205,Oz the Great and Powerful,Oz the Great and Powerful,2013,6.3,192045,54,"Mar 8, 2013",Oz the Great and Powerful,,,,
tt1623288,ParaNorman,ParaNorman,2012,7.0,87250,89,"Aug 17, 2012",ParaNorman,,,,
tt1623771,Stitches,Stitches,2010,7.2,20,79,"Apr 1, 2013",Stitches,,,,
tt1625346,Young Adult,Young Adult,2011,6.3,74071,94,"Dec 9, 2011",Young Adult,,,,
tt1627937,The Journey,The Journey,2010,6.4,12,59,"Jul 11, 2003",The Journey,,,,
tt1628841,Independence Day: Resurgence,Independence Day: Resurgence,2016,5.2,155344,33,"Jun 24, 2016",Independence Day: Resurgence,,,,
tt1629705,Blackthorn,Blackthorn,2011,6.6,8553,46,"Oct 7, 2011",Blackthorn,,,,
tt1629757,Chasing Mavericks,Chasing Mavericks,2012,7.2,28994,67,"Oct 26, 2012",Chasing Mavericks,,,,
tt1630036,Courageous,Courageous,2011,7.0,17586,87,"Sep 30, 2011",Courageous,,,,
tt1631707,Enter Nowhere,Enter Nowhere,2011,6.6,7298,73,"Apr 3, 2012",Enter Nowhere,,,,
tt1631867,Edge of Tomorrow,Edge of Tomorrow,2014,7.9,546284,95,"Jun 6, 2014",Edge of Tomorrow,,,,
tt1632705,Creed,Creed,2010,6.6,12,91,"Nov 25, 2015",Creed,,,,
tt1632708,Friends with Benefits,Friends with Benefits,2011,6.6,317338,55,"Jul 22, 2011",Friends with Benefits,,,,
tt1633356,Shark Night 3D,Shark Night 3D,2011,4.0,23190,52,"Sep 2, 2011",Shark Night 3D,,,,
tt1633989,Dragonslayer,Dragonslayer,2011,5.8,516,26,"Jun 26, 1981",Dragonslayer,,,,
tt1634003,Metegol,Underdogs,2013,6.5,8197,52,"Dec 31, 2013",Metegol,,,,
tt1634122,Johnny English Reborn,Johnny English Reborn,2011,6.3,110824,19,"Oct 21, 2011",Johnny English Reborn,,,,
tt1636826,Project X,Project X,2012,6.7,177782,58,"Mar 2, 2012",Project X,,,,
tt1637688,In Time,In Time,2011,6.7,346077,74,"Oct 28, 2011",In Time,,,,
tt1637706,Our Idiot Brother,Our Idiot Brother,2011,6.4,80738,78,"Aug 26, 2011",Our Idiot Brother,,,,
tt1637725,Ted,Ted,2012,6.9,538367,84,"Jun 29, 2012",Ted,,,,
tt1640459,Hobo with a Shotgun,Hobo with a Shotgun,2011,6.1,41633,33,"May 6, 2011",Hobo with a Shotgun,,,,
tt1640484,Jumping the Broom,Jumping the Broom,2011,5.7,9089,93,"May 6, 2011",Jumping the Broom,,,,
tt1640486,Inside Out,Inside Out,2011,4.6,1566,98,"Jun 19, 2015",Inside Out,,,,
tt1640711,A Few Best Men,A Few Best Men,2011,5.7,12069,55,"May 5, 2015",A Few Best Men,,,,
tt1640714,The Christmas Bunny,The Christmas Bunny,2010,6.1,662,94,"Dec 31, 2010",The Christmas Bunny,,,,
tt1641388,Below Zero,Below Zero,2011,4.4,740,83,"Aug 28, 2012",Below Zero,,,,
tt1641841,Skin Trade,Skin Trade,2014,5.7,6942,19,"May 8, 2015",Skin Trade,,,,
tt1644694,The Gift,The Gift,2010,5.9,7,28,"Dec 19, 2000",The Gift,,,,
tt1644694,The Gift,The Gift,2010,5.9,7,63,"Aug 7, 2015",The Gift,,,,
tt1645080,The Art of Getting By,The Art of Getting By,2011,6.6,53682,20,"Jun 17, 2011",The Art of Getting By,,,,
tt1645089,Inside Job,Inside Job,2010,8.3,65304,17,"Oct 8, 2010",Inside Job,,,,
tt1645170,The Dictator,The Dictator,2012,6.4,250976,96,"May 16, 2012",The Dictator,,,,
tt1646971,How to Train Your Dragon 2,How to Train Your Dragon 2,2014,7.8,278205,99,"Jun 13, 2014",How to Train Your Dragon 2,,,,
tt1646974,Le nom des gens,The Names of Love,2010,7.2,7127,21,"Jun 24, 2011",Le nom des gens,,,,
tt1646987,Wrath of the Titans,Wrath of the Titans,2012,5.7,172330,87,"Mar 30, 2012",Wrath of the Titans,,,,
tt1647668,Million Dollar Arm,Million Dollar Arm,2014,7.0,41008,17,"May 16, 2014",Million Dollar Arm,,,,
tt1648168,Wolf,Wolf,2010,4.7,87,18,"Jun 17, 1994",Wolf,,,,
tt1648179,Here Comes the Boom,Here Comes the Boom,2012,6.4,81761,52,"Oct 12, 2012",Here Comes the Boom,,,,
tt1648190,The Dark Tower,The Dark Tower,2017,5.7,107518,95,"Aug 4, 2017",The Dark Tower,,,,
tt1648214,Switchback,Mineville,2010,7.7,20,81,"Oct 31, 1997",Switchback,,,,
tt1650043,Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,2011,6.6,23135,80,"Mar 25, 2011",Diary of a Wimpy Kid: Rodrick Rules,,,,
tt1650062,Super 8,Super 8,2011,7.0,320575,93,"Jun 10, 2011",Super 8,,,,
tt1650554,Kick-Ass 2,Kick-Ass 2,2013,6.6,238832,65,"Aug 16, 2013",Kick-Ass 2,,,,
tt1653002,Dysfunctional Friends,Dysfunctional Friends,2012,5.2,760,31,"Feb 3, 2012",Dysfunctional Friends,,,,
tt1653203,Jesse,Jesse,2011,4.9,96,32,"Aug 12, 2014",Jesse,,,,
tt1655420,My Week with Marilyn,My Week with Marilyn,2011,7.0,79337,22,"Nov 23, 2011",My Week with Marilyn,,,,
