movie_id,original_title,primary_title,start_year,averagerating,numvotes,id,release_date,movie_title,production_budget,domestic_gross,worldwide_gross,gross_earnings
tt2121286,Home Again,Home Again,2012,6.6,360,57,"Sep 8, 2017",Home Again,,,,
tt2123129,3,3,2012,7.2,3471,85,"Sep 16, 2011",3,,,,
tt2123342,Underdogs,Underdogs,2013,5.8,882,41,"Aug 16, 2013",Underdogs,,,,
tt2125430,An American in Hollywood,An American in Hollywood,2014,7.3,200,70,"Jul 18, 2014",An American in Hollywood,,,,
tt2125435,Beasts of the Southern Wild,Beasts of the Southern Wild,2012,7.3,77440,18,"Jun 27, 2012",Beasts of the Southern Wild,,,,
tt2125681,Truth or Dare,Truth or Dare,2013,6.0,14,91,"Apr 13, 2018",Truth or Dare,,,,
tt2126235,Collide,Collide,2016,5.7,13288,13,"Feb 24, 2017",Collide,,,,
tt2126355,San Andreas,San Andreas,2015,6.1,192750,19,"May 29, 2015",San Andreas,,,,
tt2126357,Second Act,Second Act,2018,5.8,13109,83,"Dec 21, 2018",Second Act,,,,
tt2126362,Stitches,Stitches,2012,5.7,8214,79,"Apr 1, 2013",Stitches,,,,
tt2130270,The Mule,The Mule,2014,6.3,5788,100,"Dec 14, 2018",The Mule,,,,
tt2133191,Beautiful,Beautiful,2011,7.5,751,1,"Sep 29, 2000",Beautiful,,,,
tt2139721,The Hadza: Last of the First,The Hadza: Last of the First,2014,7.7,10,3,"Dec 31, 2014",The Hadza: Last of the First,,,,
tt2139881,Long Shot,Long Shot,2019,7.2,12814,75,"May 3, 2019",Long Shot,,,,
tt2140037,Jane Got a Gun,Jane Got a Gun,2015,5.9,19051,12,"Jan 29, 2016",Jane Got a Gun,,,,
tt2140373,Saving Mr. Banks,Saving Mr. Banks,2013,7.5,140678,37,"Dec 13, 2013",Saving Mr. Banks,,,,
tt2140479,The Accountant,The Accountant,2016,7.3,233022,100,"Oct 14, 2016",The Accountant,,,,
tt2140619,Two Night Stand,Two Night Stand,2014,6.4,60510,60,"Sep 26, 2014",Two Night Stand,,,,
tt2141739,Food Chains,Food Chains,2014,7.2,328,36,"Nov 21, 2014",Food Chains,,,,
tt2145676,Midnight Cabaret,Midnight Cabaret,2012,6.4,19,62,"Aug 7, 2013",Midnight Cabaret,,,,
tt2145909,The Forgotten,The Forgotten,2014,5.3,472,21,"Sep 24, 2004",The Forgotten,,,,
tt2147225,Black November,Black November,2012,5.4,489,74,"Jan 9, 2015",Black November,,,,
tt2149137,Snow White: A Deadly Summer,Snow White: A Deadly Summer,2012,2.2,679,11,"Mar 20, 2012",Snow White: A Deadly Summer,,,,
tt2159988,The Walk,The Walk,2015,6.8,126,33,"Sep 30, 2015",The Walk,,,,
tt2165765,Fear Clinic,Fear Clinic,2014,5.0,6256,19,"Feb 10, 2015",Fear Clinic,,,,
tt2166214,Khiladi 786,Khiladi 786,2012,4.4,5648,12,"Dec 7, 2012",Khiladi 786,,,,
tt2167202,Getaway,Getaway,2013,4.4,22157,20,"Aug 30, 2013",Getaway,,,,
tt2170299,Bad Words,Bad Words,2013,6.7,44061,44,"Mar 14, 2014",Bad Words,,,,
tt2170439,Horrible Bosses 2,Horrible Bosses 2,2014,6.3,144442,31,"Nov 26, 2014",Horrible Bosses 2,,,,
tt2170576,Closure,Closure,2012,7.9,16,95,"Mar 17, 2015",Closure,,,,
tt2170593,St. Vincent,St. Vincent,2014,7.3,89372,61,"Oct 10, 2014",St. Vincent,,,,
tt2170623,The Foreigner,The Foreigner,2012,6.8,1526,81,"Oct 13, 2017",The Foreigner,,,,
tt2171902,Happy Valley,Happy Valley,2014,7.1,1059,83,"Mar 28, 2008",Happy Valley,,,,
tt2172934,3 Days to Kill,3 Days to Kill,2014,6.2,81681,64,"Feb 21, 2014",3 Days to Kill,,,,
tt2172935,Metallica Through the Never,Metallica Through the Never,2013,7.2,15592,37,"Sep 27, 2013",Metallica Through the Never,,,,
tt2175671,Ghost,Ghost,2012,2.3,205,5,"Jul 13, 1990",Ghost,,,,
tt2176013,Jab Tak Hai Jaan,Jab Tak Hai Jaan,2012,6.8,48364,64,"Nov 13, 2012",Jab Tak Hai Jaan,,,,
tt2176228,As It Is in Heaven,As It Is in Heaven,2014,7.3,73,100,"Jul 11, 2014",As It Is in Heaven,,,,
tt2176244,The Messenger,The Messenger,2012,8.0,43,1,"Nov 13, 2009",The Messenger,,,,
tt2177771,The Monuments Men,The Monuments Men,2014,6.1,117638,14,"Feb 7, 2014",The Monuments Men,,,,
tt2178470,Yeh Jawaani Hai Deewani,Yeh Jawaani Hai Deewani,2013,7.1,33971,54,"May 31, 2013",Yeh Jawaani Hai Deewani,,,,
tt2179027,Drones,Drones,2013,4.5,719,72,"Dec 31, 2010",Drones,,,,
tt2179136,American Sniper,American Sniper,2014,7.3,401915,57,"Dec 25, 2014",American Sniper,,,,
tt2180333,Crowsnest,Crowsnest,2012,3.9,1481,84,"Sep 7, 2012",Crowsnest,,,,
tt2180411,Into the Woods,Into the Woods,2014,6.0,123577,77,"Dec 25, 2014",Into the Woods,,,,
tt2181837,Bending Steel,Bending Steel,2013,7.9,60,24,"Aug 4, 2015",Bending Steel,,,,
tt2181865,Cobra,Cobra: Kottayam Brothers,2012,2.5,275,97,"May 23, 1986",Cobra,,,,
tt2181875,Crawl,Crawl,2012,6.0,43,16,"Jul 12, 2019",Crawl,,,,
tt2181948,Red,Red,2014,5.8,9,63,"Oct 15, 2010",Red,,,,
tt2182972,Song One,Song One,2014,5.8,8559,87,"Jan 23, 2015",Song One,,,,
tt2183034,Earth to Echo,Earth to Echo,2014,5.8,17627,62,"Jul 2, 2014",Earth to Echo,,,,
tt2184339,The Purge,The Purge,2013,5.7,183549,67,"Jun 7, 2013",The Purge,,,,
tt2187167,Unforgettable,Unforgettable,2014,5.5,49,39,"Feb 23, 1996",Unforgettable,,,,
tt2187167,Unforgettable,Unforgettable,2014,5.5,49,4,"Apr 21, 2017",Unforgettable,,,,
tt2187884,Escape from Tomorrow,Escape from Tomorrow,2013,5.2,8665,100,"Oct 11, 2013",Escape from Tomorrow,,,,
tt2190180,The Sound and the Shadow,The Sound and the Shadow,2014,7.9,37,89,"Dec 31, 2014",The Sound and the Shadow,,,,
tt2191701,Grown Ups 2,Grown Ups 2,2013,5.4,128500,48,"Jul 12, 2013",Grown Ups 2,,,,
tt2191715,Into the Woods,Into the Woods,2011,7.8,33,77,"Dec 25, 2014",Into the Woods,,,,
tt2193215,The Counselor,The Counselor,2013,5.3,92096,58,"Oct 25, 2013",The Counselor,,,,
tt2194499,About Time,About Time,2013,7.8,263136,95,"Nov 1, 2013",About Time,,,,
tt2199543,Praia do Futuro,Futuro Beach,2014,6.0,2372,48,"Feb 27, 2015",Praia do Futuro,,,,
tt2199571,Run All Night,Run All Night,2015,6.6,94131,70,"Mar 13, 2015",Run All Night,,,,
tt2201083,Into the Woods,Into the Woods,2012,2.6,167,77,"Dec 25, 2014",Into the Woods,,,,
tt2202408,Transcendence,Transcendence,2012,6.1,22,2,"Apr 18, 2014",Transcendence,,,,
tt2203939,The Other Woman,The Other Woman,2014,6.0,122889,2,"Apr 25, 2014",The Other Woman,,,,
tt2205401,Addicted,Addicted,2014,5.2,7640,96,"Oct 10, 2014",Addicted,,,,
tt2209418,Before Midnight,Before Midnight,2013,7.9,123107,99,"May 24, 2013",Before Midnight,,,,
tt2209764,Transcendence,Transcendence,2014,6.3,204481,2,"Apr 18, 2014",Transcendence,,,,
tt2210657,Highway,Highway,2012,6.7,195,89,"Dec 31, 2012",Highway,,,,
tt2215463,Survivor,Survivor,2012,9.0,45,11,"May 29, 2015",Survivor,,,,
tt2215673,The Timber,The Timber,2015,4.9,1292,85,"Oct 6, 2015",The Timber,,,,
tt2215719,Katy Perry: Part of Me,Katy Perry: Part of Me,2012,5.9,13034,79,"Jul 5, 2012",Katy Perry: Part of Me,,,,
tt2221640,Now You See Me,Now You See Me,2012,7.0,237,41,"May 31, 2013",Now You See Me,,,,
tt2223552,Down to Earth,Down to Earth,2015,6.6,260,73,"Feb 16, 2001",Down to Earth,,,,
tt2223990,Draft Day,Draft Day,2014,6.8,48812,36,"Apr 11, 2014",Draft Day,,,,
tt2224026,Home,Home,2015,6.6,85831,44,"Mar 27, 2015",Home,,,,
tt2224026,Home,Home,2015,6.6,85831,56,"Jun 5, 2009",Home,,,,
tt2224026,Home,Home,2015,6.6,85831,60,"Apr 23, 2009",Home,,,,
tt2226178,The Jungle Book,The Jungle Book,2014,7.0,59,97,"Apr 15, 2016",The Jungle Book,,,,
tt2226178,The Jungle Book,The Jungle Book,2014,7.0,59,96,"Dec 25, 1994",The Jungle Book,,,,
tt2226519,Plush,Plush,2013,5.4,3462,73,"Sep 13, 2013",Plush,,,,
tt2229377,Enter the Dangerous Mind,Enter the Dangerous Mind,2013,5.2,915,67,"Feb 6, 2015",Enter the Dangerous Mind,,,,
tt2229499,Don Jon,Don Jon,2013,6.6,216350,18,"Sep 27, 2013",Don Jon,,,,
tt2231253,Wild Card,Wild Card,2015,5.6,46463,5,"Jan 30, 2015",Wild Card,,,,
tt2231461,Rampage,Rampage,2018,6.1,115891,90,"Apr 13, 2018",Rampage,,,,
tt2232596,Stuck,Stuck,2012,4.6,9,76,"May 30, 2008",Stuck,,,,
tt2233624,Kin,Kin,2012,8.6,46,88,"Aug 31, 2018",Kin,,,,
tt2234025,Coffee Town,Coffee Town,2013,6.6,4666,91,"Jul 9, 2013",Coffee Town,,,,
tt2234155,The Internship,The Internship,2013,6.3,179817,63,"Jun 7, 2013",The Internship,,,,
tt2235108,Dear White People,Dear White People,2014,6.1,23321,51,"Oct 17, 2014",Dear White People,,,,
tt2236686,Copycat,Copycat,2016,5.1,157,60,"Oct 27, 1995",Copycat,,,,
tt2237914,Aztec Warrior,Aztec Warrior,2016,6.2,34,97,"Dec 31, 2015",Aztec Warrior,,,,
tt2239822,Valerian and the City of a Thousand Planets,Valerian and the City of a Thousand Planets,2017,6.5,139792,90,"Jul 21, 2017",Valerian and the City of a Thousand Planets,,,,
tt2239832,Think Like a Man Too,Think Like a Man Too,2014,5.8,18533,36,"Jun 20, 2014",Think Like a Man Too,,,,
tt2241351,Money Monster,Money Monster,2016,6.5,86607,98,"May 13, 2016",Money Monster,,,,
tt2243377,Left Behind,Left Behind,2012,6.5,33,63,"Feb 2, 2001",Left Behind,,,,
tt2243377,Left Behind,Left Behind,2012,6.5,33,57,"Oct 3, 2014",Left Behind,,,,
tt2243537,A Haunted House,A Haunted House,2013,5.1,40308,12,"Jan 11, 2013",A Haunted House,,,,
tt2243621,Snezhnaya koroleva,Snow Queen,2012,5.5,2094,62,"Jan 28, 2014",Snezhnaya koroleva,,,,
tt2245084,Big Hero 6,Big Hero 6,2014,7.8,371204,29,"Nov 7, 2014",Big Hero 6,,,,
tt2246526,Born to Fly: Elizabeth Streb vs. Gravity,Born to Fly: Elizabeth Streb vs. Gravity,2014,6.7,47,65,"Sep 10, 2014",Born to Fly: Elizabeth Streb vs. Gravity,,,,
tt2246955,Restless,Contrition,2012,3.0,65,25,"Sep 16, 2011",Restless,,,,
tt2247476,When the Game Stands Tall,When the Game Stands Tall,2014,6.7,14498,50,"Aug 22, 2014",When the Game Stands Tall,,,,
tt2248739,Departure,Departure,2015,6.7,1680,3,"Mar 7, 2017",Departure,,,,
tt2249167,Trapped,Trapped,2012,5.0,138,87,"Sep 20, 2002",Trapped,,,,
tt2249221,Zulu,Zulu,2013,6.7,16607,82,"Dec 31, 2013",Zulu,,,,
tt2250912,Spider-Man: Homecoming,Spider-Man: Homecoming,2017,7.5,426302,99,"Jul 7, 2017",Spider-Man: Homecoming,,,,
tt2254110,The Divide,The Divide,2015,6.7,163,53,"Jan 13, 2012",The Divide,,,,
tt2256514,Rush,Rush,2012,3.8,780,71,"Sep 20, 2013",Rush,,,,
tt2261287,Ballerina,Leap!,2016,6.8,16582,47,"Aug 25, 2017",Ballerina,,,,
tt2261633,Hitman,Hitman,2012,5.8,85,44,"Nov 21, 2007",Hitman,,,,
tt2262157,Sunday,Sunday,2014,6.2,146,96,"Aug 22, 1997",Sunday,,,,
tt2262227,The Book of Life,The Book of Life,2014,7.3,59486,35,"Oct 17, 2014",The Book of Life,,,,
tt2263520,Ride Along,Ride Along,2012,4.4,14,67,"Jan 17, 2014",Ride Along,,,,
tt2263814,The Maid's Room,The Maid's Room,2013,4.5,882,18,"Aug 8, 2014",The Maid's Room,,,,
tt2265398,Drinking Buddies,Drinking Buddies,2013,6.1,53546,45,"Aug 23, 2013",Drinking Buddies,,,,
tt2267968,Kung Fu Panda 3,Kung Fu Panda 3,2016,7.1,116166,11,"Jan 29, 2016",Kung Fu Panda 3,,,,
tt2267998,Gone Girl,Gone Girl,2014,8.1,761592,36,"Oct 3, 2014",Gone Girl,,,,
tt2268016,Magic Mike XXL,Magic Mike XXL,2015,5.6,48497,66,"Jul 1, 2015",Magic Mike XXL,,,,
tt2268573,Stranded,Stranded,2013,3.5,3704,13,"Jul 26, 2013",Stranded,,,,
tt2271167,Animals,Animals,2012,8.2,8,34,"Dec 31, 2008",Animals,,,,
tt2271563,Forsaken,Forsaken,2015,6.3,9199,54,"Feb 19, 2016",Forsaken,,,,
tt2272998,Vessel,Vessel,2013,6.4,23,71,"Jan 9, 2015",Vessel,,,,
tt2274648,Hellboy,Hellboy,2019,5.4,19534,84,"Apr 2, 2004",Hellboy,,,,
tt2274648,Hellboy,Hellboy,2019,5.4,19534,77,"Apr 12, 2019",Hellboy,,,,
tt2275671,El rey de Najayo,The King of Najayo,2012,6.9,227,82,"Dec 31, 2012",El rey de Najayo,,,,
tt2275949,Silence,Silence,2012,6.7,174,42,"Dec 23, 2016",Silence,,,,
tt2277308,Friend Request,Friend Request,2013,4.0,116,48,"Sep 22, 2017",Friend Request,,,,
tt2277860,Finding Dory,Finding Dory,2016,7.3,213542,46,"Jun 17, 2016",Finding Dory,,,,
tt2278388,The Grand Budapest Hotel,The Grand Budapest Hotel,2014,8.1,633604,27,"Mar 7, 2014",The Grand Budapest Hotel,,,,
tt2279339,Love the Coopers,Love the Coopers,2015,5.8,18018,98,"Nov 13, 2015",Love the Coopers,,,,
tt2279346,Trapped,Trapped,2014,3.5,68,87,"Sep 20, 2002",Trapped,,,,
tt2279373,The SpongeBob Movie: Sponge Out of Water,The SpongeBob Movie: Sponge Out of Water,2015,6.0,43560,74,"Feb 6, 2015",The SpongeBob Movie: Sponge Out of Water,,,,
tt2281587,Muppets Most Wanted,Muppets Most Wanted,2014,6.4,29018,20,"Mar 21, 2014",Muppets Most Wanted,,,,
tt2283362,Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,2017,7.0,242735,38,"Dec 20, 2017",Jumanji: Welcome to the Jungle,,,,
tt2286560,Frankenstein,Frankenstein,2011,1.9,67,3,"Nov 4, 1994",Frankenstein,,,,
tt2290113,Along the Roadside,Along the Roadside,2013,6.8,392,91,"Mar 24, 2015",Along the Roadside,,,,
tt2292959,The Canyons,The Canyons,2013,3.8,9838,84,"Aug 2, 2013",The Canyons,,,,
tt2293640,Minions,Minions,2015,6.4,193917,73,"Jul 10, 2015",Minions,,,,
tt2294449,22 Jump Street,22 Jump Street,2014,7.0,319504,85,"Jun 13, 2014",22 Jump Street,,,,
tt2294629,Frozen,Frozen,2013,7.5,516998,56,"Nov 22, 2013",Frozen,,,,
tt2294916,The Image Revolution,The Image Revolution,2014,7.2,156,26,"Dec 31, 2014",The Image Revolution,,,,
tt2295722,Falcon Rising,Falcon Rising,2014,5.8,6955,54,"Sep 4, 2014",Falcon Rising,,,,
tt2296697,Concussion,Concussion,2013,5.7,3813,80,"Dec 25, 2015",Concussion,,,,
tt2296777,Sherlock Gnomes,Sherlock Gnomes,2018,5.1,8030,54,"Mar 23, 2018",Sherlock Gnomes,,,,
tt2302755,Olympus Has Fallen,Olympus Has Fallen,2013,6.5,235443,9,"Mar 22, 2013",Olympus Has Fallen,,,,
tt2304459,23 Blast,23 Blast,2014,6.5,1567,64,"Oct 24, 2014",23 Blast,,,,
tt2304771,Mandela: Long Walk to Freedom,Mandela: Long Walk to Freedom,2013,7.1,25027,35,"Nov 29, 2013",Mandela: Long Walk to Freedom,,,,
tt2304901,Sherlock Holmes,Sherlock Holmes,2011,5.4,48,42,"Dec 25, 2009",Sherlock Holmes,,,,
tt2304933,The 5th Wave,The 5th Wave,2016,5.2,90788,69,"Jan 22, 2016",The 5th Wave,,,,
tt2305051,Wild,Wild,2014,7.1,110138,33,"Dec 3, 2014",Wild,,,,
tt2309260,The Gallows,The Gallows,2015,4.2,17763,80,"Jul 10, 2015",The Gallows,,,,
tt2309562,Ten,Ten,2013,5.5,31,51,"Apr 21, 2015",Ten,,,,
tt2309788,The Gatekeepers,The Gatekeepers,2012,7.6,5214,78,"Feb 1, 2013",The Gatekeepers,,,,
tt2310332,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,2014,7.4,438621,22,"Dec 17, 2014",The Hobbit: The Battle of the Five Armies,,,,
tt2311428,Windsor Drive,Windsor Drive,2015,3.2,193,51,"Aug 28, 2015",Windsor Drive,,,,
tt2312718,Homefront,Homefront,2013,6.5,98549,29,"Nov 27, 2013",Homefront,,,,
tt2316204,Alien: Covenant,Alien: Covenant,2017,6.4,226920,12,"May 19, 2017",Alien: Covenant,,,,
tt2316649,Frailty,Frailty,2012,9.0,13,95,"Apr 12, 2002",Frailty,,,,
tt2317796,Sharkskin,Sharkskin,2015,6.4,24,86,"Jan 19, 2016",Sharkskin,,,,
tt2318092,Endless Love,Endless Love,2014,6.3,37869,82,"Feb 14, 2014",Endless Love,,,,
tt2319426,Triangle,Triangle,2012,6.9,10,52,"Feb 10, 2010",Triangle,,,,
tt2319456,Queen Crab,Queen Crab,2015,4.2,196,3,"Sep 29, 2015",Queen Crab,,,,
tt2321163,ABCD (Any Body Can Dance),ABCD (Any Body Can Dance),2013,6.4,5695,11,"Feb 8, 2013",ABCD (Any Body Can Dance),,,,
tt2321549,The Babadook,The Babadook,2014,6.8,171411,41,"Nov 28, 2014",The Babadook,,,,
tt2322441,Fifty Shades of Grey,Fifty Shades of Grey,2015,4.1,279126,78,"Feb 13, 2015",Fifty Shades of Grey,,,,
tt2322932,The Hunted,The Hunted,2015,6.5,53,28,"Mar 14, 2003",The Hunted,,,,
tt2325977,Strangerland,Strangerland,2015,5.2,7999,27,"Jul 10, 2015",Strangerland,,,,
tt2328813,Trudno byt bogom,Hard to Be a God,2013,6.7,4028,60,"Jan 30, 2015",Trudno byt bogom,,,,
tt2328900,Mary Queen of Scots,Mary Queen of Scots,2018,6.3,23866,60,"Dec 7, 2018",Mary Queen of Scots,,,,
tt2333784,The Expendables 3,The Expendables 3,2014,6.1,156432,96,"Aug 15, 2014",The Expendables 3,,,,
tt2334649,Fruitvale Station,Fruitvale Station,2013,7.5,68187,38,"Jul 12, 2013",Fruitvale Station,,,,
tt2334871,Snatched,Snatched,2017,4.5,29997,51,"May 12, 2017",Snatched,,,,
tt2334873,Blue Jasmine,Blue Jasmine,2013,7.3,179453,90,"Jul 26, 2013",Blue Jasmine,,,,
tt2334879,White House Down,White House Down,2013,6.4,191791,90,"Jun 28, 2013",White House Down,,,,
tt2334896,The Dirties,The Dirties,2013,6.8,5728,15,"Oct 4, 2013",The Dirties,,,,
tt2338341,The Word,The Word,2013,6.7,97,33,"Mar 14, 2014",The Word,,,,
tt2343473,Echo Dr.,Echo Dr.,2013,3.6,112,94,"Jun 10, 2014",Echo Dr.,,,,
tt2344824,Friday,Friday,2012,5.9,193,93,"Apr 26, 1995",Friday,,,,
tt2345112,Parkland,Parkland,2013,6.4,14036,100,"Oct 4, 2013",Parkland,,,,
tt2345737,The Rover,The Rover,2014,6.4,40576,47,"Jun 13, 2014",The Rover,,,,
tt2345759,The Mummy,The Mummy,2017,5.5,154345,65,"Jun 9, 2017",The Mummy,,,,
tt2345759,The Mummy,The Mummy,2017,5.5,154345,44,"May 7, 1999",The Mummy,,,,
tt2347569,Frances Ha,Frances Ha,2012,7.4,60026,14,"May 17, 2013",Frances Ha,,,,
tt2349460,Grace Unplugged,Grace Unplugged,2013,6.2,3006,43,"Oct 4, 2013",Grace Unplugged,,,,
tt2352196,Thank You for Your Service,Thank You for Your Service,2015,7.7,74,48,"Oct 27, 2017",Thank You for Your Service,,,,
tt2353867,Bully,Bully,2012,6.3,13,79,"Jul 13, 2001",Bully,,,,
tt2357129,Jobs,Jobs,2013,5.9,88788,11,"Aug 16, 2013",Jobs,,,,
tt2357291,Rio 2,Rio 2,2014,6.3,72209,49,"Apr 11, 2014",Rio 2,,,,
tt2358891,La grande bellezza,The Great Beauty,2013,7.8,72297,23,"Nov 15, 2013",La grande bellezza,,,,
tt2358925,Unfinished Business,Unfinished Business,2015,5.4,29004,32,"Mar 6, 2015",Unfinished Business,,,,
tt2359024,Blue Ruin,Blue Ruin,2013,7.1,58811,7,"Apr 25, 2014",Blue Ruin,,,,
tt2359241,Possession,Possession,2012,5.4,27,90,"Aug 16, 2002",Possession,,,,
tt2361317,Live by Night,Live by Night,2016,6.4,47243,17,"Dec 25, 2016",Live by Night,,,,
tt2361509,The Intern,The Intern,2015,7.1,191494,6,"Sep 25, 2015",The Intern,,,,
tt2361700,Antarctica: A Year on Ice,Antarctica: A Year on Ice,2013,7.6,3004,71,"Nov 28, 2014",Antarctica: A Year on Ice,,,,
tt2362036,Daylight,Daylight,2013,4.1,397,95,"Dec 6, 1996",Daylight,,,,
tt2363363,Robin Hood,Robin Hood,2013,6.3,78,39,"May 14, 2010",Robin Hood,,,,
tt2363363,Robin Hood,Robin Hood,2013,6.3,78,9,"Nov 21, 2018",Robin Hood,,,,
tt2363439,The Frozen,The Frozen,2012,4.4,1641,96,"Dec 18, 2012",The Frozen,,,,
tt2364841,Runner Runner,Runner Runner,2013,5.6,58235,53,"Oct 4, 2013",Runner Runner,,,,
tt2364897,The Disappointments Room,The Disappointments Room,2016,3.9,8167,30,"Sep 9, 2016",The Disappointments Room,,,,
tt2366608,Lost River,Lost River,2014,5.8,15667,60,"Apr 7, 2015",Lost River,,,,
tt2369135,Need for Speed,Need for Speed,2014,6.5,154909,70,"Mar 14, 2014",Need for Speed,,,,
tt2369331,Stuck,Stuck,2013,7.4,141,76,"May 30, 2008",Stuck,,,,
tt2375036,Dry Spell,Dry Spell,2013,3.3,120,54,"Dec 31, 2014",Dry Spell,,,,
tt2375605,The Act of Killing,The Act of Killing,2012,8.2,31115,66,"Jul 19, 2013",The Act of Killing,,,,
tt2377322,Deliver Us from Evil,Deliver Us from Evil,2014,6.2,63793,34,"Jul 2, 2014",Deliver Us from Evil,,,,
tt2379653,3,3,2012,6.1,101,85,"Sep 16, 2011",3,,,,
tt2379713,Spectre,Spectre,2015,6.8,352504,10,"Nov 6, 2015",Spectre,,,,
tt2380213,Sunday,Sunday,2012,8.1,14,96,"Aug 22, 1997",Sunday,,,,
tt2380301,Treachery,Treachery,2013,3.7,391,5,"Dec 31, 2013",Treachery,,,,
tt2380307,Coco,Coco,2017,8.4,277194,2,"Nov 22, 2017",Coco,,,,
tt2381111,Brooklyn,Brooklyn,2015,7.5,117021,79,"Nov 4, 2015",Brooklyn,,,,
tt2381941,Focus,Focus,2015,6.6,192147,99,"Feb 27, 2015",Focus,,,,
tt2382396,Joe,Joe,2013,6.9,42825,30,"Apr 11, 2014",Joe,,,,
tt2385003,Assassins,Assassins,2014,4.4,73,63,"Oct 6, 1995",Assassins,,,,
tt2386203,Captive,Captive,2013,3.8,211,23,"Sep 18, 2015",Captive,,,,
tt2386490,How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,2019,7.6,60769,56,"Feb 22, 2019",How to Train Your Dragon: The Hidden World,,,,
tt2387433,Dark Skies,Dark Skies,2013,6.3,65754,97,"Feb 22, 2013",Dark Skies,,,,
tt2387559,Delivery Man,Delivery Man,2013,6.4,70706,21,"Nov 22, 2013",Delivery Man,,,,
tt2387589,The Girl on the Train,The Girl on the Train,2013,4.4,819,68,"Oct 7, 2016",The Girl on the Train,,,,
tt2388050,Flipped,Flipped,2015,6.0,440,22,"Aug 6, 2010",Flipped,,,,
tt2388621,1982,1982,2013,7.0,221,23,"Mar 1, 2016",1982,,,,
tt2388637,Ain't Them Bodies Saints,Ain't Them Bodies Saints,2013,6.4,19464,64,"Aug 16, 2013",Ain't Them Bodies Saints,,,,
tt2388715,Oculus,Oculus,2013,6.5,106906,72,"Apr 11, 2014",Oculus,,,,
tt2389182,Cheap Thrills,Cheap Thrills,2013,6.7,16429,89,"Mar 21, 2014",Cheap Thrills,,,,
tt2390250,Water,Water,2012,7.6,11,8,"Apr 28, 2006",Water,,,,
tt2390281,Max,Max,2012,5.1,248,36,"Jun 26, 2015",Max,,,,
tt2390361,Enough Said,Enough Said,2013,7.0,55698,88,"Sep 18, 2013",Enough Said,,,,
tt2392373,Kursk,Kursk,2012,5.5,14,39,"Jun 21, 2019",Kursk,,,,
tt2393825,Home,Home,2013,7.0,140,44,"Mar 27, 2015",Home,,,,
tt2393825,Home,Home,2013,7.0,140,56,"Jun 5, 2009",Home,,,,
tt2393825,Home,Home,2013,7.0,140,60,"Apr 23, 2009",Home,,,,
tt2395427,Avengers: Age of Ultron,Avengers: Age of Ultron,2015,7.3,665594,4,"May 1, 2015",Avengers: Age of Ultron,,,,
tt2398231,The Homesman,The Homesman,2014,6.6,27724,70,"Nov 14, 2014",The Homesman,,,,
tt2398241,Smurfs: The Lost Village,Smurfs: The Lost Village,2017,6.0,15612,5,"Apr 7, 2017",Smurfs: The Lost Village,,,,
tt2398249,They Came Together,They Came Together,2014,5.5,19832,58,"Jun 27, 2014",They Came Together,,,,
tt2400463,The Invitation,The Invitation,2015,6.7,70213,74,"Apr 8, 2016",The Invitation,,,,
tt2401878,Anomalisa,Anomalisa,2015,7.3,58010,6,"Dec 30, 2015",Anomalisa,,,,
tt2402105,Dom Hemingway,Dom Hemingway,2013,6.2,24557,52,"Apr 2, 2014",Dom Hemingway,,,,
tt2402157,The November Man,The November Man,2014,6.3,59293,61,"Aug 27, 2014",The November Man,,,,
tt2402731,Unknown,Unknown,2012,6.9,14,21,"Feb 18, 2011",Unknown,,,,
tt2402731,Unknown,Unknown,2012,6.9,14,84,"Nov 3, 2006",Unknown,,,,
tt2402927,Carol,Carol,2015,7.2,100680,60,"Nov 20, 2015",Carol,,,,
tt2403021,The Green Inferno,The Green Inferno,2013,5.3,33239,31,"Sep 25, 2015",The Green Inferno,,,,
tt2403393,Desert Dancer,Desert Dancer,2014,6.2,1653,38,"Apr 10, 2015",Desert Dancer,,,,
tt2403415,Love in the Time of Monsters,Love in the Time of Monsters,2014,5.5,183,81,"Feb 10, 2015",Love in the Time of Monsters,,,,
tt2403815,Aroused,Aroused,2013,5.3,596,64,"May 3, 2013",Aroused,,,,
tt2404163,After,After,2012,6.3,34,2,"Dec 31, 2012",After,,,,
tt2404233,Gods of Egypt,Gods of Egypt,2016,5.4,95111,18,"Feb 26, 2016",Gods of Egypt,,,,
tt2404299,Lovesick,Lovesick,2014,5.2,2540,33,"Feb 18, 1983",Lovesick,,,,
tt2404311,The Family,The Family,2013,6.3,102576,22,"Sep 13, 2013",The Family,,,,
tt2404425,Woman in Gold,Woman in Gold,2015,7.3,48501,81,"Apr 1, 2015",Woman in Gold,,,,
tt2404435,The Magnificent Seven,The Magnificent Seven,2016,6.9,168514,55,"Sep 23, 2016",The Magnificent Seven,,,,
tt2404463,The Heat,The Heat,2013,6.6,153501,35,"Jun 28, 2013",The Heat,,,,
tt2405862,Closure,Closure,2013,8.0,150,95,"Mar 17, 2015",Closure,,,,
tt2406566,Atomic Blonde,Atomic Blonde,2017,6.7,150407,94,"Jul 28, 2017",Atomic Blonde,,,,
